user_id,time_install,event_name,time_event
379e3cf7ac92be4fd0b80e9a23bdac61a75ebbf6,43894.0567708333,reopen,43895.2603472222
379e3cf7ac92be4fd0b80e9a23bdac61a75ebbf6,43894.0567708333,reopen,43896.4336574074
f1778c27eaca6261920a45d308f40a4bc1f711d7,43895.846875,signup,43895.8506365741
f7c66c2c1fadf56430fe630e825cf26ce2b49eb4,43893.0463078704,purchase,43894.5094907407
f7c66c2c1fadf56430fe630e825cf26ce2b49eb4,43893.0463078704,purchase,43894.5133217593
f7c66c2c1fadf56430fe630e825cf26ce2b49eb4,43893.0463078704,purchase,43894.4887962963
2f51456c2e61fff6c3f913f48f2f2b12ace1e3b4,43894.6721643519,reopen,43895.9646527778
e0831e38d4196f0aba41cc47efda7a1bb741234e,43893.4549305556,signup,43893.456875
49d5ddd645cb44af64a5d73c861d9f338c726576,43896.6164351852,reopen,43896.6439699074
3744ecf5ef1bda7a56705bffe4c223e23bf50971,43891.9932986111,signup,43892.1254050926
956de9581a1fba6e8c151fbc07356b4a7ec215c0,43892.1011689815,reopen,43893.6748032407
956de9581a1fba6e8c151fbc07356b4a7ec215c0,43892.1011689815,signup,43892.105162037
f42034e1b20d4e0c46392c6551456918dd23cbdb,43893.5884953704,reopen,43896.7065046296
9b22efcd28f4aa1c27884ea13ef0443337709d72,43896.7832291667,purchase,43896.7988078704
9b22efcd28f4aa1c27884ea13ef0443337709d72,43896.7832291667,purchase,43896.7960532407
9b22efcd28f4aa1c27884ea13ef0443337709d72,43896.7832291667,purchase,43896.799537037
9b22efcd28f4aa1c27884ea13ef0443337709d72,43896.7832291667,signup,43896.78625
9b22efcd28f4aa1c27884ea13ef0443337709d72,43896.7832291667,purchase,43896.7988657407
33aa946aa7e6f32c4e8db5b0f14b7eaa0fc894c4,43895.0373726852,signup,43895.0401851852
cb392356cacd1f80113892f4c8a0e5aa7a37bb89,43895.9349074074,signup,43895.937337963
48f6e7defd306e6f644a067bba8f76fd78026a2a,43893.0547453704,purchase,43893.0586226852
48f6e7defd306e6f644a067bba8f76fd78026a2a,43893.0547453704,signup,43893.0570949074
239410423cca517975dc01424724b3ef3e70ccb0,43896.9716666667,signup,43896.9738425926
098ddc864a00067abae11fca97a904fb83d34fb2,43892.9766203704,reopen,43895.6306712963
b060c1f9760a3a32c2c540e42db04c5d350b3c18,43891.3119560185,signup,43891.3139583333
66282bc7b6ec46ed6fdc0c77b6a85121c5dd13a8,43893.9818287037,reopen,43895.6054398148
66282bc7b6ec46ed6fdc0c77b6a85121c5dd13a8,43893.9818287037,reopen,43896.8010185185
66282bc7b6ec46ed6fdc0c77b6a85121c5dd13a8,43893.9818287037,signup,43893.9867939815
5ae45deae4ddfb6c99712d43d4b2fcd2402d861a,43891.0384027778,signup,43891.0414814815
2e4afcf998294c42d5167de7b1414167472e0c7f,43893.0200115741,reopen,43894.6857175926
2e4afcf998294c42d5167de7b1414167472e0c7f,43893.0200115741,reopen,43896.7261342593
2e4afcf998294c42d5167de7b1414167472e0c7f,43893.0200115741,signup,43893.0233449074
394f228f221106aed48e335307f48b098f255e05,43891.162349537,signup,43891.1641435185
394f228f221106aed48e335307f48b098f255e05,43891.162349537,reopen,43893.8684027778
c8eedc529c2e1b4200f4998e7f3122313c9b3f36,43895.3968865741,purchase,43895.4033796296
c8eedc529c2e1b4200f4998e7f3122313c9b3f36,43895.3968865741,purchase,43895.4042824074
c8eedc529c2e1b4200f4998e7f3122313c9b3f36,43895.3968865741,signup,43895.4022222222
1dff573d6daf2165c3aa393605bfbf037fd0dd21,43892.8209722222,signup,43892.8250231482
24e24a4c466e315d47948075608f83b0f65ef129,43896.0609606481,purchase,43896.06375
24e24a4c466e315d47948075608f83b0f65ef129,43896.0609606481,purchase,43896.0652777778
b2103d4f763f43ab5234a26e3da14eba4fb567eb,43893.9442824074,reopen,43896.823275463
0d8aaf0114afe0c75e71ae5cd82f048146f1b365,43895.1755671296,reopen,43896.1666203704
0d8aaf0114afe0c75e71ae5cd82f048146f1b365,43895.1755671296,signup,43895.1782060185
4b8825a0383c3e0dcb87f3a260abe13b3fd2856d,43894.213287037,reopen,43896.0205208333
d4d5fabad08bb5c53a5705a8730bae20f9c671c6,43892.7395486111,signup,43896.6598726852
0e3a64a5c2f00a3de8d35fea8b10efc48062d7bc,43891.8928935185,reopen,43896.6583217593
0e3a64a5c2f00a3de8d35fea8b10efc48062d7bc,43891.8928935185,reopen,43893.604849537
835a92d8e23a1d57db32b0a35b39d8b247f6d1e9,43896.1289930556,signup,43896.1316666667
17291fd1687f088883d3d59c23e4384ca1c11b32,43893.1142476852,signup,43893.1185763889
17291fd1687f088883d3d59c23e4384ca1c11b32,43893.1142476852,reopen,43894.228275463
17291fd1687f088883d3d59c23e4384ca1c11b32,43893.1142476852,reopen,43895.916724537
74b0fa9c5ef09e127aee9bc8e9029d204fe0134f,43895.0314351852,purchase,43895.6105902778
74b0fa9c5ef09e127aee9bc8e9029d204fe0134f,43895.0314351852,reopen,43896.1910763889
9eb0c3d72116fd5e7c04ccc10f0e694159c49a70,43892.7194907407,purchase,43892.7421527778
9eb0c3d72116fd5e7c04ccc10f0e694159c49a70,43892.7194907407,reopen,43896.6313425926
9eb0c3d72116fd5e7c04ccc10f0e694159c49a70,43892.7194907407,purchase,43892.7270138889
9eb0c3d72116fd5e7c04ccc10f0e694159c49a70,43892.7194907407,purchase,43892.7328125
9eb0c3d72116fd5e7c04ccc10f0e694159c49a70,43892.7194907407,purchase,43892.7326041667
085a1a95c338e8a340c6cce4afd94b5557483293,43892.9978009259,purchase,43893.0006712963
4e08a98ac8445aa244f87bdc3e9a37b5d152c458,43891.2696875,signup,43891.2819907407
9c6af2207d4fa1bb3cc4246a138251ca1e507590,43894.0259027778,signup,43894.0281597222
9c6af2207d4fa1bb3cc4246a138251ca1e507590,43894.0259027778,purchase,43894.0289351852
dde1f4ff8292d906240b5d584cb780147c10a217,43895.155462963,reopen,43896.5596296296
dde1f4ff8292d906240b5d584cb780147c10a217,43895.155462963,signup,43895.1586111111
aaa5b765aae740abdaf58e312526cc08acf02dd4,43895.9703125,signup,43895.9719675926
6641a0adfd9a5423a7d98a2599ce46201c80e842,43895.8555555556,signup,43895.8594791667
95f5cf852c61f3130af4fec90536df31ad81060d,43895.5316087963,reopen,43895.5320138889
6d1e60cfadc805dbee9dd18ea696bf6dc4cd9987,43892.2038657407,signup,43892.2079513889
548b5ca95a0f8a73696974fe42c04a0d933e4137,43896.0065509259,purchase,43896.0398726852
548b5ca95a0f8a73696974fe42c04a0d933e4137,43896.0065509259,signup,43896.0352777778
2b8220e4507a64421e8e74d31483eae26801ed6c,43896.2141550926,purchase,43896.2451388889
2b8220e4507a64421e8e74d31483eae26801ed6c,43896.2141550926,signup,43896.2170023148
cce0d8b1e940a80f540a908a3c865d0576de4cc7,43891.7073148148,reopen,43896.0018287037
0c2147db46a7f301596d1af8ffad90f83ca9f7f2,43892.070625,purchase,43892.0749189815
0c2147db46a7f301596d1af8ffad90f83ca9f7f2,43892.070625,purchase,43892.0770949074
aa8bf532d65c578bcce1c037a8ad411db191078e,43895.4725347222,purchase,43896.0269097222
aa8bf532d65c578bcce1c037a8ad411db191078e,43895.4725347222,purchase,43896.0326736111
aa8bf532d65c578bcce1c037a8ad411db191078e,43895.4725347222,purchase,43895.8462962963
aa8bf532d65c578bcce1c037a8ad411db191078e,43895.4725347222,purchase,43895.8423032407
aa8bf532d65c578bcce1c037a8ad411db191078e,43895.4725347222,signup,43895.4752083333
aa8bf532d65c578bcce1c037a8ad411db191078e,43895.4725347222,purchase,43896.0382638889
aa8bf532d65c578bcce1c037a8ad411db191078e,43895.4725347222,purchase,43896.0415740741
aa8bf532d65c578bcce1c037a8ad411db191078e,43895.4725347222,reopen,43896.5249884259
a117e929ed0a691e4dc9e3a61c8eae8358e8fd4c,43895.0360763889,purchase,43895.0380671296
44aec30fe5b9feb512d3cd78f87b6be25d40e88c,43894.096400463,reopen,43895.2059143518
acf742a6aff9cb7031960e5acea77cb63be643f0,43893.5318055556,signup,43893.5353703704
31d83c8cdbf8456572736d2122317c2054daa29c,43892.7100694444,signup,43892.7130324074
e75f7110afb3ba4113c9e323fafb0be81e33dd7b,43893.2319212963,signup,43893.2370833333
e75f7110afb3ba4113c9e323fafb0be81e33dd7b,43893.2319212963,signup,43893.2343402778
e75f7110afb3ba4113c9e323fafb0be81e33dd7b,43893.2319212963,reopen,43896.5160532407
5701a55d1bf67c6dfdde5b450301c9ec779be762,43895.0138541667,reopen,43895.8036805556
481807dd78d6464a63cfed85f16ced946fd9bedb,43895.0195949074,reopen,43896.8418055556
481807dd78d6464a63cfed85f16ced946fd9bedb,43895.0195949074,purchase,43895.0242013889
481807dd78d6464a63cfed85f16ced946fd9bedb,43895.0195949074,signup,43895.0233912037
42d6c290187902a473bab0a2d7b89e091ae8959b,43896.6443865741,signup,43896.654525463
cb00e89ae60f374cf07e2f57b54cd66c5065ded4,43895.1181481481,reopen,43896.9446875
53fec9787f0cd3b17fac74d3cb492a7564f61a85,43892.7203356481,reopen,43894.6356828704
8ff75695200f244bd65c0253639544176a0fbd37,43893.3451388889,purchase,43896.8989930556
8ff75695200f244bd65c0253639544176a0fbd37,43893.3451388889,reopen,43894.7098726852
8ff75695200f244bd65c0253639544176a0fbd37,43893.3451388889,purchase,43893.3545601852
073c54acf8c91942150508226e430a76a3be5be4,43893.7198032407,signup,43893.7216087963
dcb9ce098550b951a72139f31309b4d94ceb0d35,43894.2045833333,reopen,43895.5966666667
6218be15c1552259d274cb1bcdb499bdf941f248,43896.0077662037,signup,43896.0176736111
888ddb5891dcf7d67a53fe7644b293fe8eadc227,43895.2971990741,purchase,43896.2058333333
888ddb5891dcf7d67a53fe7644b293fe8eadc227,43895.2971990741,purchase,43895.3118287037
888ddb5891dcf7d67a53fe7644b293fe8eadc227,43895.2971990741,purchase,43895.3010763889
888ddb5891dcf7d67a53fe7644b293fe8eadc227,43895.2971990741,purchase,43895.3049768519
888ddb5891dcf7d67a53fe7644b293fe8eadc227,43895.2971990741,purchase,43895.3053240741
888ddb5891dcf7d67a53fe7644b293fe8eadc227,43895.2971990741,signup,43895.2994791667
5438ee629bbb4ec64d0074506cd6fcc0eff53c74,43894.7896064815,signup,43894.7912384259
13970cb3e5914f77be176806d883d3689d49be56,43893.9569675926,signup,43893.9648148148
737095f112290ebef40fc922c921590c670df555,43892.7408912037,reopen,43894.7396296296
1fba0a963e7b07d0132ec10350a09a1dbb057fb1,43895.0477893519,purchase,43895.052650463
1fba0a963e7b07d0132ec10350a09a1dbb057fb1,43895.0477893519,signup,43895.0497569444
b00f00d312fc66b04d1d59edc92294749c3229a1,43896.5488425926,signup,43896.5523611111
f7fa2eafff4bf4dedda5eecf4d77059ec166e734,43892.9124768519,purchase,43892.9176041667
f7fa2eafff4bf4dedda5eecf4d77059ec166e734,43892.9124768519,signup,43892.9162037037
b00189a67f046fc81abdfa71041f5935e19c99d8,43893.1690162037,reopen,43896.6796990741
be2c896edb8aee58ee2955142f037763f88fc305,43896.6735532407,signup,43896.675
4b75f0922a5c34f79edf5c72fd88891968955243,43894.4660763889,purchase,43894.4714699074
4b75f0922a5c34f79edf5c72fd88891968955243,43894.4660763889,signup,43894.4678703704
2d6da331669280772db9022956b9f76df8aa01d6,43895.9295023148,signup,43895.931412037
0be44b69cdba3250932fb2df5f38fde53a479be4,43893.7107060185,reopen,43895.7437037037
0be44b69cdba3250932fb2df5f38fde53a479be4,43893.7107060185,signup,43893.7139467593
360b133bb26645538bf88688e58e9bec24a333a8,43894.0427893518,signup,43894.0452314815
51076991be7c4fe0e80b161b78f8be7b6d3b8f1a,43892.9154050926,purchase,43892.9229976852
51076991be7c4fe0e80b161b78f8be7b6d3b8f1a,43892.9154050926,signup,43892.9183680556
51076991be7c4fe0e80b161b78f8be7b6d3b8f1a,43892.9154050926,purchase,43892.9196990741
55b7058efbba2d98959f9b0f50a6868bb13f0946,43895.7417013889,signup,43895.7443287037
a0d22ad811f583c74b8e8492ff77efa6814d7ea0,43891.8464814815,reopen,43893.1378472222
a0d22ad811f583c74b8e8492ff77efa6814d7ea0,43891.8464814815,reopen,43894.5793402778
991f5dd2eb9b562db134f6580dda6cc19bf00ace,43893.8992476852,reopen,43893.972037037
991f5dd2eb9b562db134f6580dda6cc19bf00ace,43893.8992476852,purchase,43893.9778472222
991f5dd2eb9b562db134f6580dda6cc19bf00ace,43893.8992476852,reopen,43895.2246643519
88bc4ae5ffdee7f4646975637809203627316f6d,43892.7384722222,purchase,43892.7511574074
88bc4ae5ffdee7f4646975637809203627316f6d,43892.7384722222,purchase,43892.7546990741
88bc4ae5ffdee7f4646975637809203627316f6d,43892.7384722222,purchase,43893.6078935185
88bc4ae5ffdee7f4646975637809203627316f6d,43892.7384722222,signup,43892.750150463
88bc4ae5ffdee7f4646975637809203627316f6d,43892.7384722222,purchase,43892.7579282407
88bc4ae5ffdee7f4646975637809203627316f6d,43892.7384722222,purchase,43892.7589236111
88bc4ae5ffdee7f4646975637809203627316f6d,43892.7384722222,purchase,43892.7561921296
57c55a8c26103e8983c8bbfa7bc472d4b6ccbfdf,43893.9809490741,purchase,43895.7651041667
57c55a8c26103e8983c8bbfa7bc472d4b6ccbfdf,43893.9809490741,reopen,43895.7632986111
57c55a8c26103e8983c8bbfa7bc472d4b6ccbfdf,43893.9809490741,purchase,43894.4522222222
57c55a8c26103e8983c8bbfa7bc472d4b6ccbfdf,43893.9809490741,purchase,43894.4510532407
57c55a8c26103e8983c8bbfa7bc472d4b6ccbfdf,43893.9809490741,reopen,43894.4463541667
57c55a8c26103e8983c8bbfa7bc472d4b6ccbfdf,43893.9809490741,purchase,43894.455
f5cdad214d95789e39ebcdeec8884365cbb6bac4,43893.9422916667,reopen,43895.6348032407
2138950ff0c5067a2d8435ea2f78ee56a1eafb26,43893.8470138889,signup,43893.8487615741
3532a1e8fa1696e64ed7c7013490fca6513acf25,43895.0676273148,reopen,43896.8574074074
4d027c3d36060fba632e13dd5b8e432f92a5962d,43892.34875,signup,43892.3509606481
cbe14cfbace4151cc611de833f79ac2cd1dbf7d3,43891.8003240741,reopen,43895.6084027778
a6bc659c8d67b83bffc2a25d21fde1cf31984fe8,43891.2514583333,reopen,43892.2866319444
a6bc659c8d67b83bffc2a25d21fde1cf31984fe8,43891.2514583333,reopen,43896.7838541667
a6bc659c8d67b83bffc2a25d21fde1cf31984fe8,43891.2514583333,signup,43891.2579976852
8c8c1f1d37f4e7bb67f57d274871215b2325db43,43892.4604513889,reopen,43896.5338310185
8c8c1f1d37f4e7bb67f57d274871215b2325db43,43892.4604513889,signup,43892.4619444444
366f89742ff3b67a26ec47265605bda5e4bde8fc,43893.2231365741,signup,43893.2251388889
366f89742ff3b67a26ec47265605bda5e4bde8fc,43893.2231365741,reopen,43894.6468287037
a6e4ac96ec8c020a2e4be442a19dad444f860e03,43896.5824537037,signup,43896.584849537
37b9624076b45b8a6ef673eff10614fe9aabcd02,43892.1278356481,reopen,43893.6271643518
844b0459f55a0ac7f3b711de44946e44d92b0e25,43896.2200578704,purchase,43896.2232638889
844b0459f55a0ac7f3b711de44946e44d92b0e25,43896.2200578704,signup,43896.2226273148
dc5126a57e0e4c04e4eac0b938cfd1862ccdde26,43891.5812962963,reopen,43892.6186226852
d8f5bd3ba7b9900541695d814815f1328d897f60,43891.9954282407,reopen,43893.5034722222
79059340727449c98b784b2a84c34a67273c2182,43895.1254861111,reopen,43896.6105208333
ca1c5f5089f328c269305e26dd17282752f12245,43891.635787037,purchase,43891.6374537037
ca1c5f5089f328c269305e26dd17282752f12245,43891.635787037,purchase,43891.6393171296
ca1c5f5089f328c269305e26dd17282752f12245,43891.635787037,reopen,43893.6053703704
ca1c5f5089f328c269305e26dd17282752f12245,43891.635787037,purchase,43893.6104398148
e54593c63aae343b4240e63fe4354bf5216dad0e,43891.8083796296,reopen,43892.8212731481
16eacc2a7a2959d38ec00ee23f691689540f6847,43895.8537615741,purchase,43895.8575462963
387297c159586918f08599bffbd5e1871409aabd,43893.0873611111,reopen,43895.9109606482
54100097549e9d78fec06b34c731e1478a97990f,43891.5161574074,signup,43891.521087963
54100097549e9d78fec06b34c731e1478a97990f,43891.5161574074,reopen,43896.923587963
864c2941ed68b375a7700a3b662bbdf770c458ef,43893.6992939815,signup,43893.7018518519
6745db11f3a654ca9b40cbb6e8d7fe3a32070ae4,43895.4811458333,signup,43895.4851273148
c4f37645ea2c2b643a9ea5bc5da87c1b0aa9b238,43896.1809837963,purchase,43896.1838888889
c4f37645ea2c2b643a9ea5bc5da87c1b0aa9b238,43896.1809837963,purchase,43896.1899884259
7064745d8aaf251613195df81cb2c40bbd32b335,43896.9555902778,signup,43896.9615277778
99ee03a63131e926b07dd42515b55bf31e7097fb,43893.5190509259,reopen,43894.6571643519
99ee03a63131e926b07dd42515b55bf31e7097fb,43893.5190509259,signup,43893.5231944444
edc6b4bcf04326a220f9e340c2b91e347f55ca9a,43895.8125810185,signup,43895.8162037037
3fb421ab1f6858d2e282622df1261d2ba120c6d6,43892.6784027778,reopen,43893.7350694444
3fb421ab1f6858d2e282622df1261d2ba120c6d6,43892.6784027778,reopen,43895.1290393519
b25c12381e180cd28d19c99c64da1523ce1631c5,43891.794537037,signup,43891.7978703704
be5c99d6fef56ef6ae5ae437666714e496ef472d,43896.9475347222,purchase,43896.9653356482
be5c99d6fef56ef6ae5ae437666714e496ef472d,43896.9475347222,signup,43896.9548842593
be5c99d6fef56ef6ae5ae437666714e496ef472d,43896.9475347222,purchase,43896.9563541667
be5c99d6fef56ef6ae5ae437666714e496ef472d,43896.9475347222,purchase,43896.9606828704
174019a2740b59fbedccc32a0f2bd875e117e75f,43896.0054050926,signup,43896.0125694444
174019a2740b59fbedccc32a0f2bd875e117e75f,43896.0054050926,purchase,43896.0162384259
696c0e3a71360b6339d23cfda30186111702edf7,43896.151712963,purchase,43896.1547569444
b4c67fed83d8dd51b6d01eecfb61c1c7177bc7e8,43892.7247453704,signup,43892.7300694444
960c50859dca5a36e8643a6a327aa2ce5ffc5539,43892.5478472222,purchase,43892.5528703704
960c50859dca5a36e8643a6a327aa2ce5ffc5539,43892.5478472222,purchase,43892.5518981482
960c50859dca5a36e8643a6a327aa2ce5ffc5539,43892.5478472222,purchase,43892.5578125
960c50859dca5a36e8643a6a327aa2ce5ffc5539,43892.5478472222,purchase,43892.5791435185
960c50859dca5a36e8643a6a327aa2ce5ffc5539,43892.5478472222,signup,43892.5500578704
960c50859dca5a36e8643a6a327aa2ce5ffc5539,43892.5478472222,purchase,43892.5514236111
8583c13e3daeda238e6e5bc57662b44cb0fae265,43895.8594907407,purchase,43895.8676273148
8583c13e3daeda238e6e5bc57662b44cb0fae265,43895.8594907407,signup,43895.8641319444
a91e29795f83aa2f0b359773155f16bec5b25d56,43892.1198958333,reopen,43893.2597453704
d5007246d8d38851fdff4b7b804e7f38f25e6b62,43896.8098032407,signup,43896.8127662037
a32ac942cfde5f0fe19b5d3fd10dd4b4840246f0,43892.8069097222,purchase,43892.8129861111
a32ac942cfde5f0fe19b5d3fd10dd4b4840246f0,43892.8069097222,reopen,43894.7404050926
a32ac942cfde5f0fe19b5d3fd10dd4b4840246f0,43892.8069097222,reopen,43896.4711226852
a32ac942cfde5f0fe19b5d3fd10dd4b4840246f0,43892.8069097222,purchase,43892.8129050926
a32ac942cfde5f0fe19b5d3fd10dd4b4840246f0,43892.8069097222,signup,43892.8115856481
0fc6d24bdc63cdd4e8532d32f87a85e32783de1f,43891.5733333333,reopen,43894.5950925926
f3cf504a0bfdc4716899b1ece6ab78d1b5288abd,43895.4419212963,purchase,43895.446712963
f3cf504a0bfdc4716899b1ece6ab78d1b5288abd,43895.4419212963,signup,43895.4445601852
6012f86a5cb9f492a63f3797ed159b1d601c6cc5,43893.5478472222,purchase,43893.652337963
6012f86a5cb9f492a63f3797ed159b1d601c6cc5,43893.5478472222,purchase,43893.5513541667
6012f86a5cb9f492a63f3797ed159b1d601c6cc5,43893.5478472222,purchase,43893.5501967593
6012f86a5cb9f492a63f3797ed159b1d601c6cc5,43893.5478472222,signup,43893.5496875
6012f86a5cb9f492a63f3797ed159b1d601c6cc5,43893.5478472222,reopen,43894.7501851852
6d205665bcc6d76ef9669e8264fba9ac9d4f7dc5,43894.0101273148,reopen,43896.1118981481
f63e504e235e5a220fc3ad95bb6cb857ebe5f638,43896.0871875,signup,43896.0916666667
25f50c92ac603971b9905add1c792ef0f91caf62,43894.8924537037,reopen,43896.660150463
f8d6d0a49281acec4be9d5fa69038fbbd9f16f60,43892.9001388889,reopen,43894.1090393519
283c6a7539126a545703b6f1580cf54634474963,43893.3719791667,purchase,43893.7771527778
283c6a7539126a545703b6f1580cf54634474963,43893.3719791667,purchase,43895.1762615741
283c6a7539126a545703b6f1580cf54634474963,43893.3719791667,purchase,43893.3971296296
283c6a7539126a545703b6f1580cf54634474963,43893.3719791667,purchase,43895.1847800926
283c6a7539126a545703b6f1580cf54634474963,43893.3719791667,purchase,43895.1594791667
f5f3808f3ee483d1463f137746d3606198db5a9c,43896.134212963,signup,43896.1368171296
9ec81bd332af48499a2e7366cc7fb1fbc4ebebbf,43892.6680439815,reopen,43892.669525463
